index,prediction
86806,"42.50mm, 09mm"
86807,
86808,
86809,
86810,"14.2 in, 36 cm, 7.4 in, 18.8 cm, 21.0 cm, 20.7cm"
86811,8.5 inch
86812,
86813,
86814,
86815,
86816,4inch
86817,"3 feet, 18cm, 7in, 10.5cm"
86818,"3 feet, 18cm, 7in, 10.5cm"
86819,"1.96in, 15.8in, 1.96in, 15.8in, 1.96in, 66in, 4.72in, 6.14in, 15.8in"
86820,"11.2cm, 4.4in"
86821,"11.2cm, 4.4in"
86822,"187mm, 7.36in, 200mm, 7.87in, 08in"
86823,19cm
86824,19cm
86825,19cm
86826,"93inch, 27cm, 62inch"
86827,18cm
86828,18cm
86829,"2.6 inch, 2.7 inch, 0.3 inch, 2.6 inch"
86830,
86831,"171 cm, 39 cm, 68 cm"
86832,"98 cm, 8 cm"
86833,17.4 inch
86834,"8cm, 3.14in, 170cm, 66.9in"
86835, ml
86836,"14.6cm, 5.75inch, 87inch, 16.7cm, 6.57inch"
86837,
86838,
86839,"1.57 in, 1.97 in"
86840,12inch
86841,"60in, 152cm"
86842,"60in, 152cm"
86843,
86844,
86845,
86846,
86847,
86848,
86849,
86850,"1016mm, 3mm, 508mm, 45mm, 3mm, 0.25mm, 45mm"
86851,"5.4in, 9.1in"
86852,"22cm, 8.6in"
86853,"22cm, 8.6in"
86854,8cm
86855,
86856,
86857,"75 cm, 120 cm, 75 cm, 75 cm, 12cm, 12cm, 180 cm, 120 cm, 120 cm, 120 cm"
86858,"67cm, 50cm, 5cm, 50cm"
86859,"5.9 inch, 8.7 inch"
86860,"5.9 inch, 8.7 inch"
86861,
86862,"1524mm, 660mm, 620mm, 820mm, 660mm"
86863,"23mm, 69mm, 28mm, 28mm"
86864,"4inch, 1.8inch"
86865,
86866,
86867,1g
86868,
86869,
86870,
86871,"13cm, 26cm, 45cm"
86872,"7cm, 4.5cm, 4.5cm, 7cm"
86873,"26.5cm, 10.43in, 16cm, 6.3in"
86874,45mm
86875,45mm
86876,45mm
86877,18mm
86878,
86879,
86880,
86881,"128mm, 0.4inch, 76mm, 3inch, 25mm, 1in, 45mm, 1.77in"
86882,"4inch, 2inch, 11.8inch"
86883,"4inch, 2inch, 11.8inch"
86884,"4inch, 2inch, 11.8inch"
86885,"6.6 in, 17 cm"
86886,"0.21inch, 55cm, 0.21inch, 55cm, 39.37 inch, 100 cm, 2inch, 39.37in, 0.35in, 9mm, 1.2in, 31mm"
86887,"0.21inch, 55cm, 0.21inch, 55cm, 39.37 inch, 100 cm, 2inch, 39.37in, 0.35in, 9mm, 1.2in, 31mm"
86888,"14cm, 12cm"
86889,"5.19 inch, 10.43 inch, 15.15 inch, 5.12 inch, 11 inch"
86890,14cm
86891,
86892,230w
86893,"1cm, 22cm, 11cm"
86894,"38.6cm, 36.8cm, 23cm"
86895,"25cm, 55cm"
86896,
86897,"4.72in, 12cm, 27.5in"
86898,"10.62inch, 27cm, 6.69inch, 17cm"
86899,3 inch
86900,3 inch
86901,"3 cm, 12 cm"
86902,"8 cm, 3 cm"
86903,"83mm, 3.27in"
86904,"83mm, 3.27in"
86905,"83mm, 3.27in"
86906,"8 cm, 38 cm, 28 cm"
86907,"8 cm, 38 cm, 28 cm"
86908,"25.4mm, 30 feet"
86909,"25.4mm, 30 feet"
86910,"25.4mm, 30 feet"
86911,"71 cm, 25 cm, 74 cm"
86912,
86913,
86914,
86915,
86916,48 m
86917,"25cm, 10.7cm"
86918,"25cm, 10.7cm"
86919,"22.05 in, 1mm, 1mm, 9mm, 1mm, 22.05 in"
86920,"22.05 in, 1mm, 1mm, 9mm, 1mm, 22.05 in"
86921,"3m, 3m, 3m, 3m, 8 mm, 3m, 3m"
86922,"3.3in, 3.1in"
86923,"3.3in, 3.1in"
86924,"3.3in, 3.1in"
86925,"10ft, 10ft, 6.6ft, 8.5ft, 6.4ft, 6.1ft, 8.3ft, 6.2ft, 8.1ft, 10ft, 10ft, 0.6mm, 6mm, 0.6mm"
86926,"10ft, 10ft, 6.6ft, 8.5ft, 6.4ft, 6.1ft, 8.3ft, 6.2ft, 8.1ft, 10ft, 10ft, 0.6mm, 6mm, 0.6mm"
86927,"38cm, 38cm, 38cm"
86928,
86929,
86930,"70inch, 2inch, 25.6inch"
86931,
86932,
86933,
86934,6.5cm
86935,6.5cm
86936,"60 cm, 5 cm"
86937,60mm
86938,60mm
86939,
86940,"18cm, 7 in, 2.9 in"
86941,"18cm, 7 in, 2.9 in"
86942,"14cm, 12cm"
86943,"14cm, 12cm"
86944,"14cm, 12cm"
86945,1m
86946,"4cm, 2cm, 96 cm, 100 cm"
86947,"4cm, 2cm, 96 cm, 100 cm"
86948,
86949,
86950,13cm
86951,13cm
86952,"44cm, 49cm"
86953,
86954,350mm
86955,
86956,
86957,"2cm, 0.79in, 4cm, 1.57in, 6.5cm, 2.56in"
86958,"300 mm, 310 mm, 125 mm"
86959,"300 mm, 310 mm, 125 mm"
86960,"27.7cm, 10.9inch, 3.9inch, 14.7cm, 5.8inch"
86961,"6.49in, 5.90in, 7.48in, 8.26in"
86962,5.50 inch
86963,5.50 inch
86964,"34inch, 1.34inch, 1.34inch, 2.56 inch, 2.56 inch, 2.56 inch"
86965,"34inch, 1.34inch, 1.34inch, 2.56 inch, 2.56 inch, 2.56 inch"
86966,"15.75in, 40cm"
86967,"86cm, 86cm, 76cm"
86968,"86cm, 86cm, 76cm"
86969,"25 cm, 36 cm"
86970,
86971,"5 cm, 2 inch"
86972,"5 cm, 2 inch"
86973,"8cm, 3.14in, 14cm, 5.51in"
86974,"1 g, 23g"
86975,
86976,35inch
86977,35inch
86978,
86979,"13in, 70in, 13in, 90in, 14in, 72in, 16in, 72in, 18in, 72in, 13in, 36in, 13in, 72in, 13in, 108in, 13in, 120in"
86980,"13in, 70in, 13in, 90in, 14in, 72in, 16in, 72in, 18in, 72in, 13in, 36in, 13in, 72in, 13in, 108in, 13in, 120in"
86981,"22cm, 8.6inch"
86982,"22cm, 8.6inch"
86983,13cm
86984,"12cm, 8cm, 18cm"
86985,"9.5in, 50in, 119.4in, 27.75 in, 5.5in"
86986,"6.7in, 3.5in, 5.7in, 6in"
86987,"181.7 cm, 92.7 cm, 35.1cm"
86988,"181.7 cm, 92.7 cm, 35.1cm"
86989,"17.72in, 21.65in, 13.39in, 14.17in, 16.14in, 36.22in, 44.09in, 32.28in, 22.4in, 30.3in"
86990,350lbs
86991,"6.69in, 3.93in, 8.26in, 6.88in, 3in, 2.36in, 7.87in"
86992,4.5cm
86993,4.5cm
86994,4.5cm
86995,"30mm, 15 mm, 30 mm, 15mm"
86996,"30mm, 15 mm, 30 mm, 15mm"
86997,"5.5 inch, 14 cm"
86998,"5.5 inch, 14 cm"
86999,"5.5 inch, 14 cm"
87000,49inch
87001,
87002," l,  ml"
87003,"24cm, 9cm"
87004,"27cm, 10.6inch, 13cm, 11inch, 18cm"
87005,"14.2cm, 9.8cm"
87006,"14.2cm, 9.8cm"
87007,
87008,62mm
87009,62mm
87010,62mm
87011,"21in, 46cm, 18in, 53cm, 25.5in, 53cm, 64.5cm"
87012,29cm
87013,"230mm, 300 mm"
87014,"230mm, 300 mm"
87015,"7cm, 7cm"
87016,"7cm, 7cm"
87017,"7cm, 7cm"
87018,"3.3in, 85mm, 0.13in, 5.9in, 3.2mm, 19.5cm"
87019,
87020,"90cm, 35.43inch"
87021,"90cm, 35.43inch"
87022,"63cm, 44cm, 38cm, 43.5cm, 73cm, 39.5cm, 80cm"
87023,"1in, 3in, 23cm, 16cm, 6.3in, 16cm"
87024,"12.9cm, 5.1inch"
87025,"12.9cm, 5.1inch"
87026,"8cm, 12cm"
87027,"8cm, 12cm"
87028,
87029,
87030,"36 cm, 17 cm, 10 cm, 39 cm, 34 cm, 4 cm"
87031,
87032,
87033,
87034,20cm
87035,20cm
87036,
87037,17cm
87038,17cm
87039,"3in, 1in, 25in"
87040,"16 inch, 8 inch, 40 inch"
87041,396g
87042,
87043,
87044,
87045,14.4 in
87046,14.4 in
87047,14.4 in
87048,
87049,"5cm, 138cm"
87050,1.2inch
87051,1.2inch
87052,
87053,
87054,"20 inch, 43 inch"
87055,"20 inch, 43 inch"
87056,53cm
87057,53cm
87058,"149 mm, 79 mm, 100 mm"
87059,"149 mm, 79 mm, 100 mm"
87060,"7.2in, 6.4in, 4.3in, 7cm, 2.7in, 25.5cm, 8cm"
87061,"7.2in, 6.4in, 4.3in, 7cm, 2.7in, 25.5cm, 8cm"
87062,"15.74in, 80cm, 1.5in"
87063,3.54inch
87064,3.54inch
87065,1200 mm
87066,1200 mm
87067,"8cm, 3.15in, 5.71in, 3.8cm"
87068,"5 cm, 7.3 cm"
87069,"5 cm, 7.3 cm"
87070,"5 cm, 7.3 cm"
87071,
87072,
87073,"9in, 11cm"
87074,
87075,0.2in
87076,0.2in
87077,0.2in
87078,"29cm, 100cm, 138cm, 196cm"
87079,"29cm, 100cm, 138cm, 196cm"
87080,
87081,"36cm, 14.2in, 13cm, 5.1in"
87082,16mm
87083,16mm
87084,16mm
87085,"4cm, 1.57inch, 9cm, 3.54in"
87086,"35.31cm, 12.19cm, 59.69cm"
87087,"5cm, 4 cm, 2cm, 8cm"
87088,15.74 in
87089,15.74 in
87090,15.74 in
87091,"17.8cm, 19cm, 7.48inch"
87092,
87093,"1.5cm, 0.6in"
87094,"1.5cm, 0.6in"
87095,"1.5cm, 0.6in"
87096,"8.3 in, 21 cm, 5.5 in, 14 cm"
87097,"2.2cm, 6.7cm, 5.4cm, 7cm, 3 cm, 18.7cm"
87098,"103 cm, 041 cm"
87099,"103 cm, 041 cm"
87100,"1cm, 8cm, 13cm"
87101,28cm
87102,28cm
87103,28cm
87104,
87105,"17.68 in, 45 cm"
87106,"5.9 inch, 2.3 inch"
87107,"5.9 inch, 2.3 inch"
87108,"17.5cm, 15cm"
87109,"17.5cm, 15cm"
87110,
87111,"16.3 inch, 20 inch"
87112,"124v, 260w"
87113,
87114,
87115,
87116,"7cm, 7cm"
87117,"7cm, 7cm"
87118,44.5 in
87119,44.5 in
87120,44.5 in
87121,8cm
87122,"45cm, 120cm, 60cm, 38cm, 38cm"
87123,"13 cm, 7.5 cm, 18.5 cm"
87124,
87125,"39cm, 1cm"
87126,28cm
87127,28cm
87128,28cm
87129,
87130,
87131,
87132,"3.2cm, 6cm, 6cm"
87133,"13cm, 5cm, 5cm, 18cm, 5cm, 22cm, 30cm, 5cm, 5cm"
87134,
87135,
87136,
87137,"2.9in, 5.5in, 2.8in, 6.1in, 3.5in, 2.8in"
87138,"14cm, 18cm, 40cm"
87139,"14cm, 18cm, 40cm"
87140,"4 in, 8 in"
87141,"4 in, 8 in"
87142,
87143,
87144,
87145,"6.5 inch, 8 inch, 8.5 inch, 6.5 inch"
87146,
87147,"5.11in, 13 cm, 8.65in, 22 cm, 2.16 in, 5.5 cm"
87148,16.51cm
87149,16.51cm
87150,16.51cm
87151,3cm
87152,"3.5 inch, 110.5 inch, 5.3 inch"
87153,3inch
87154,3inch
87155,"5cm, 2inch, 5cm"
87156,"2.8in, 5.5in"
87157,"2.8in, 5.5in"
87158,
87159,"225 mm, 450 mm"
87160,"225 mm, 450 mm"
87161,"16cm, 6.30inch"
87162,"16cm, 6.30inch"
87163,"16cm, 6.30inch"
87164,"20 cm, 30 cm"
87165,"20 cm, 30 cm"
87166,"0.95cm, 2.3cm"
87167,
87168,
87169,
87170,101 mm
87171,101 mm
87172,
87173,
87174,"1cm, 7cm, 14.5 cm"
87175,"6.5cm, 13 cm, 18 cm"
87176,"4.23mm, 1.8mm, 6.5mm, 9.24mm"
87177,"8 inch, 5.3 inch"
87178,"8 inch, 5.3 inch"
87179,"30cm, 11.8in, 60cm, 23.6in"
87180,"1.3 inch, 3inch, 1 inch"
87181,"1.3 inch, 3inch, 1 inch"
87182,75 lbs
87183,"26 cm, 26 cm"
87184,
87185,
87186,
87187,"0.6in, 1.6cm, 31.4in, 66in, 170cm, 2.3in, 31.4in, 80cm"
87188,"0.6in, 1.6cm, 31.4in, 66in, 170cm, 2.3in, 31.4in, 80cm"
87189,"0.6in, 1.6cm, 31.4in, 66in, 170cm, 2.3in, 31.4in, 80cm"
87190,"6.65in, 84in, 52in"
87191,
87192,
87193,
87194,
87195,"8.27 in, 8.86 in, 83in, 38 in"
87196,"297mm, 297mm, 210mm"
87197,"297mm, 297mm, 210mm"
87198,3cm
87199,
87200,"6cm, 2.4in, 4cm, 1.6in"
87201,55mm
87202,"35in, 2cm, 13.7cm"
87203,
87204,
87205,
87206,
87207,
87208,
87209,"9 cm, 31inch"
87210,"25 cm, 115.5 in"
87211,9mm
87212,9mm
87213,9mm
87214,"7.4cm, 9inch, 11.3cm, 44.5cm"
87215,
87216,"8cm, 3.14in, 19cm, 7.48in, 15.5cm, 6.10in"
87217,"8 in, 1 cm"
87218,"2.75inch, 2.35inch"
87219,"2.75inch, 2.35inch"
87220,
87221,540g
87222,2cm
87223,2cm
87224,
87225,
87226,
87227,
87228,
87229,5 inch
87230,5 inch
87231,"8in, 39.5cm, 15.55in"
87232,
87233,"25.1cm, 9.88in, 2.5cm, 98in"
87234,"7cm, 2.7in, 17cm, 3.9in, 6.7in, 8cm, 4cm, 1.6in, 17.8cm, 7in"
87235,"7cm, 2.7in, 17cm, 3.9in, 6.7in, 8cm, 4cm, 1.6in, 17.8cm, 7in"
87236,"133mm, 5.23inch, 32mm, 1.25inch, 21mm, 27mm, 0.82inch, 96mm, 3.77inch, 167mm, 6.59inch, 21mm, 0.82inch, 128mm, 5.03inch, 233mm, 9.17inch, 21mm, 0.82inch, 192mm, 7.55inch"
87237,
87238,4.35kg
87239,
87240,"35mm, 250mm"
87241,
87242,
87243,"94 cm, 37in, 24.5cm, 9.65in, 19cm, 7.48in, 10.5cm, 4.13in"
87244,
87245,"46 inch, 37mm, 5.31 inch, 135mm"
87246,"46 inch, 37mm, 5.31 inch, 135mm"
87247,
87248,
87249,
87250,
87251,1 cm
87252,"7.62cm, 22.86cm, 22.86cm"
87253,22cm
87254,22cm
87255,22cm
87256,"6 inch, 8 inch, 6 inch"
87257,"7 inch, 4.1 inch"
87258,"7 inch, 4.1 inch"
87259,"7 inch, 4.1 inch"
87260,
87261,
87262,78 in
87263,78 in
87264,78 in
87265,
87266,
87267,
87268,
87269,
87270,
87271,
87272,"48cm, 9in"
87273,"120 cm, 80 cm"
87274,"120 cm, 80 cm"
87275,"3.5cm, 1.3in, 9cm"
87276,"16cm, 6.3in, 7.1in, 18cm, 3cm, 1.2in"
87277,4.7in
87278,4.7in
87279,"2.59inch, 61inch"
87280,"2.59inch, 61inch"
87281,"3.3in, 8.5cm"
87282,"3.3in, 8.5cm"
87283,
87284,
87285,"12 inch, 49 cm, 49cm"
87286,
87287,"5cm, 3cm, 15cm, 5cm"
87288,
87289,
87290,"5 cm, 8 cm"
87291,"5 cm, 8 cm"
87292,"5cm, 18cm"
87293,
87294,
87295,
87296,
87297,
87298,
87299,4inch
87300,"10.7 cm, 21 in, 12 cm, 72 in, 18 cm, 09 in"
87301,10.8cm
87302,"8.7in, 7.25in, 4in, 3in"
87303,"11.25 inch, 8 inch, 8  inch, 2 inch, 11.5inch, 152inch"
87304,"14inch, 9.7inch, 30cm, 11.81inch, 18cm"
87305,
87306,
87307,"77mm, 45mm"
87308,"77mm, 45mm"
87309,"77mm, 45mm"
87310,"40cm, 1in, 2.54cm"
87311,
87312,"48cm, 38cm, 26cm, 33cm, 20cm"
87313,"48cm, 38cm, 26cm, 33cm, 20cm"
87314,
87315,"6.3 inch, 8 inch"
87316,"6.3 inch, 8 inch"
87317,"3.8cm, 1.2cm"
87318,5 ton
87319,"6.9in, 17.5cm, 15.9in, 5cm, 33.9in, 86cm, 19.7in, 16.9in, 43cm, 16.7in, 53.5in, 136cm, 42.5cm"
87320,"12.5in, 31.75cm, 6 in, 15.24 cm"
87321,"12.5in, 31.75cm, 6 in, 15.24 cm"
87322,"12.5in, 31.75cm, 6 in, 15.24 cm"
87323,6 cm
87324,6 cm
87325,"10 in, 10 in, 14 in, 14.6 in, 6.2 in, 65 in, 13.9 in, 8.4 in, 13.9 in, 8.2 ft, 6 in, 8.5 in, 17.7 in"
87326,6mm
87327,6mm
87328,8 inch
87329,8 inch
87330,20.3 cm
87331,20.3 cm
87332,
87333,
87334,ml
87335,"31cm, 28cm, 4cm"
87336,"31cm, 28cm, 4cm"
87337,"4cm, 4cm, 18mm, 25mm, 270mm"
87338,500lb
87339,"11.4cm, 1.6cm, 0.63inch"
87340,"11.4cm, 1.6cm, 0.63inch"
87341,"1.7 cm, 0.6 in, 2.2 cm, 0.9 in"
87342,"49cm, 45cm, 84cm"
87343,"21.26in, 21.26in, 21.26in, 21.26in, 39.3in"
87344,"21.26in, 21.26in, 21.26in, 21.26in, 39.3in"
87345,"23 cm, 23cm"
87346,"23 cm, 23cm"
87347,"86mm, 43mm, 165mm"
87348,"86mm, 43mm, 165mm"
87349,"40cm, 14cm, 16.3cm, 22.3cm, 33cm"
87350,"9cm, 5.5cm"
87351,"9cm, 5.5cm"
87352,"15cm, 14cm, 8cm"
87353,"730mm, 630mm, 1350mm"
87354,"730mm, 630mm, 1350mm"
87355,"28 inch, 37 inch, 9 inch"
87356,
87357,"67cm, 89cm"
87358,
87359,"150mg, 19g, 10g, 2g"
87360,"114mm, 20mm"
87361,"10cm, 25cm, 38cm"
87362,"10cm, 25cm, 38cm"
87363,
87364,
87365,
87366,
87367,"1.6in, 25cm, 9.8in, 7in"
87368,"1.6in, 25cm, 9.8in, 7in"
87369,
87370,"5.1 inch, 3 inch, 7.3 inch"
87371,"5.1 inch, 3 inch, 7.3 inch"
87372,"9.5cm, 18.5cm"
87373,"150cm, 59in"
87374,"150cm, 59in"
87375,"150cm, 59in"
87376,"0.5 inch, 12mm, 0.55 inch, 14mm, 5.5 inch, 1.1 inch, 28mm, 128mm"
87377,"0.5 inch, 12mm, 0.55 inch, 14mm, 5.5 inch, 1.1 inch, 28mm, 128mm"
87378,"5v, 10v, 12v, 1.2w, 2.4w, 5.3w, 7.7w"
87379,"5v, 10v, 12v, 1.2w, 2.4w, 5.3w, 7.7w"
87380,"28mm, 28mm, 10mm, 0.39in, 40mm, 1.57in"
87381,23cm
87382,"5in, 3in"
87383,"25 cm, 25 cm, 50 cm, 50 cm"
87384,"76cm, 74cm, 76cm, 180cm, 5cm"
87385,"25cm, 18cm"
87386,"25cm, 18cm"
87387,"1lbs, 1lbs"
87388,"140 cm, 200 cm, 5 cm, 200 cm, 92 cm, 32 cm, 5 cm, 5 cm, 213 cm, 153 cm"
87389,
87390,
87391,223 g
87392,223 g
87393,
87394,
87395,"14.7cm, 6.4cm"
87396,2.7in
87397,2.7in
87398,"474mm, 355mm, 309mm"
87399,"474mm, 355mm, 309mm"
87400,
87401,"5.9inch, 4.6inch"
87402,"5.9inch, 4.6inch"
87403,"13cm, 1.18inch, 13cm, 5.11inch, 8mm, 0.31inch, 14mm, 21mm, 82inch, 14cm, 5.51inch"
87404,8.2 inch
87405,30cm
87406,30cm
87407,30cm
87408,"114cm, 62cm, 68cm, 47cm, 44cm"
87409,1kg
87410,25cm
87411,
87412,
87413,75inch
87414,75inch
87415,"26 cm, 12.5 cm, 35.5 cm"
87416,"26 cm, 12.5 cm, 35.5 cm"
87417,"7.5 cm, 2.95 in, 7.5 cm, 2.95 inch, 1.3 cm, 0.51 inch"
87418,"7.5 cm, 2.95 in, 7.5 cm, 2.95 inch, 1.3 cm, 0.51 inch"
87419,
87420,
87421,"63mm, 2.48 in, 35mm, 1.38 in"
87422,"63mm, 2.48 in, 35mm, 1.38 in"
87423,
87424,
87425,
87426,
87427,
87428,"5in, 4in, 3in, 2in, 2in, 3in, 4in"
87429,440lbs
87430,440lbs
87431,"4cm, 17cm, 33cm"
87432,"14cm, 21cm, 8cm, 32cm, 8cm"
87433,"14cm, 21cm, 8cm, 32cm, 8cm"
87434,"100cm, 33cm, 30cm, 27cm"
87435,"13.78in, 29.72in, 13.78in, 9.06in, 20.47in, 31.5in, 84in"
87436,45mm
87437,45mm
87438,
87439,
87440,"54 in, 137 cm, 54 in, 137 cm, 63 in, 160 cm, 63 in, 160 cm"
87441,"54 in, 137 cm, 54 in, 137 cm, 63 in, 160 cm, 63 in, 160 cm"
87442,"16.9 in, 43 cm"
87443,"16.9 in, 43 cm"
87444,
87445,
87446,"12.20in, 31cm, 4.33in, 27cm, 63in"
87447,
87448,
87449,"10.0 cm, 3.9 in"
87450,"16in, 40.6cm, 8in, 20.3cm"
87451,"5.9in, 5.9in, 15cm, 7.87in, 20cm, 2.75in, 7cm"
87452,"3.6cm, 30cm, 21cm"
87453,"3.6cm, 30cm, 21cm"
87454,"70 mm, 2.8 inch"
87455,"70 mm, 2.8 inch"
87456,
87457,
87458,"80 m, 53 m, 59 m"
87459,3.7lbs
87460,"40 cm, 40 cm, 40 cm"
87461,"40 cm, 40 cm, 40 cm"
87462,"11.0 in, 28.0 cm, 14.9 in, 38.0 cm"
87463,"11.0 in, 28.0 cm, 14.9 in, 38.0 cm"
87464,2.65 inch
87465,
87466,
87467,
87468,
87469,
87470,
87471,"9.2cm, 3.62inch, 0.3cm, 0.12inch, 50cm, 19.68inch"
87472,"330cm, 129.9in, 1.5in, 38mm"
87473,"330cm, 129.9in, 1.5in, 38mm"
87474,"330cm, 129.9in, 1.5in, 38mm"
87475,"8.5cm, 3.3in, 3.5cm, 1.4in"
87476,"8.5cm, 3.3in, 3.5cm, 1.4in"
87477,"35.5 cm, 38cm, 5cm"
87478,
87479,"3.5in, 3.1in"
87480,"3.5in, 3.1in"
87481,2.7inch
87482,2.7inch
87483,"13.5cm, 6.4cm"
87484,"3.5 cm, 4.37 in, 2.4 cm, 0.94 in, 2.2 cm"
87485,"3.5 cm, 4.37 in, 2.4 cm, 0.94 in, 2.2 cm"
87486,8.5inch
87487,8.5inch
87488,"23.3cm, 2cm"
87489,"23.3cm, 2cm"
87490,
87491,
87492,"29cm, 9cm, 26cm"
87493,
87494,"1.8cm, 4.8cm"
87495,"6cm, 2.36in"
87496,"6cm, 2.36in"
87497,"20.97cm, 30.48cm, 19.05cm"
87498,"45cm, 45cm"
87499,"45cm, 45cm"
87500,"45cm, 45cm"
87501,"6.5ft, 198cm"
87502,"6.5ft, 198cm"
87503,"92cm, 62 cm, 2cm"
87504,"9inch, 213cm, 132cm, 8inch"
87505,
87506,
87507,
87508,
87509,"29.3cm, 22.05cm, 29.5cm"
87510,"31.5cm, 12.4in, 16.2cm, 10.5cm, 11.8cm, 6.40in, 14.6in"
87511,"16.5 cm, 8 cm, 12 cm"
87512,"4.80in, 1.77in"
87513,"2.5cm, 0.98in, 3cm, 1.18in"
87514,"1.45in, 1.29in, 3.74in"
87515,"3.39 inch, 0.62 inch, 3.39inch, 0.99inch, 2.59 inch, 1.57 inch"
87516,427.6in
87517,427.6in
87518,"6cm, 16cm, 22cm"
87519,"6cm, 16cm, 22cm"
87520,14.3mm
87521,"81in, 12.99 in, 14.17 in, 4.72 in"
87522,"35 cm, 112cm, 36 cm, 26 cm, 29 cm, 77 cm"
87523,932.5cm
87524,932.5cm
87525,932.5cm
87526,"7cm, 36cm"
87527,"7cm, 36cm"
87528,120cm
87529,120cm
87530,"26.8 inch, 19.6 inch, 8.7 inch"
87531,"8inch, 8inch, 20cm, 61cm, 24inch"
87532,"8inch, 8inch, 20cm, 61cm, 24inch"
87533,
87534,
87535,
87536,"1cm, 5.6in, 14.2cm, 12.9in, 33cm, 6in"
87537,3.35 inch
87538,3.35 inch
87539,
87540,"210mm, 297mm, 145mm, 145mm"
87541,220lbs
87542,220lbs
87543,"45 cm, 51 cm, 35 cm"
87544,20 cm
87545,20 cm
87546,"115mm, 39 mm, 95 mm"
87547,"115mm, 39 mm, 95 mm"
87548,
87549,"13in, 51cm, 31.5cm, 40in"
87550,"13in, 51cm, 31.5cm, 40in"
87551,"16cm, 6.29inch, 25cm, 9.84inch"
87552,"16cm, 6.29inch, 25cm, 9.84inch"
87553,"9.5cm, 25cm, 38cm, 69cm, 32cm"
87554,"25.5cm, 18.5cm, 3inch, 9.5cm, 13.7 inch"
87555,"157in, 25cm, 0.98in"
87556,"157in, 25cm, 0.98in"
87557,"5 cm, 11 cm"
87558,"5 cm, 11 cm"
87559,
87560,
87561,"0.9cm, 4cm"
87562,4.5inch
87563,4.5inch
87564,4.5inch
87565,"11 inch, 7.5 inch"
87566,
87567,
87568,
87569,"1.37in, 4cm"
87570,"4.7 inch, 13.7 inch, 0.2 inch"
87571,
87572,
87573,54 cm
87574,54 cm
87575,54 cm
87576,"3.1 in, 8 cm, 2.8 in, 7 cm"
87577,"3.1 in, 8 cm, 2.8 in, 7 cm"
87578,"7.87in, 94in"
87579,"24cm, 6.6cm"
87580,"24cm, 6.6cm"
87581,115mm
87582,"5cm, 21cm"
87583,"5cm, 21cm"
87584,"45cm, 45cm"
87585,"3cm, 1.18inch, 4cm"
87586,"1.8 mm, 42 cm"
87587,"1.8 mm, 42 cm"
87588,"7.1in, 19.3in, 17.9in, 39.7in"
87589,"330lbs, 220lbs"
87590,"4cm, 9cm"
87591,"4cm, 9cm"
87592,"24m, 2m, 75cm, 26m, 1.2m"
87593,
87594,
87595,
87596,"8.3 inch, 5.9 inch"
87597,"8.3 inch, 5.9 inch"
87598,"5cm, 2in"
87599,"5cm, 2in"
87600,"64 cm, 43 cm, 208 cm, 90 cm, 200 cm, 108 cm, 35 cm"
87601,"43.0 cm, 75.5cm, 66.0 cm"
87602,"9.84in, 2.3in"
87603,0.46lb
87604,0.46lb
87605,
87606,
87607,
87608,
87609,"170 cm, 20 cm, 71 cm, 24cm"
87610,
87611,"34.5cm, 13cm, 24cm"
87612,1in
87613,"2 cm, 5 cm, 8 cm, 8 cm, 5 cm"
87614,"17.7in, 4 in"
87615,"17.7in, 4 in"
87616,7cm
87617,7cm
87618,
87619,"84in, 24cm, 25cm, 45in"
87620,"3cm, 1.18in, 3cm, 1.18in"
87621,
87622,
87623,
87624,"34cm, 23cm"
87625,"2mm, 0.08 inch, 235mm, 235mm, 9.25in"
87626,
87627,"5.51 in, 14.00 cm, 4.01 in, 10.50 cm"
87628,"5.51 in, 14.00 cm, 4.01 in, 10.50 cm"
87629,"5.51 in, 14.00 cm, 4.01 in, 10.50 cm"
87630,
87631,"28cm, 11.02in"
87632,"28cm, 11.02in"
87633,"28cm, 11.02in"
87634,"87in, 40cm, 15.75in"
87635,"16.65in, 37in, 244in, 455in, 4.17in, 3.55in"
87636,22cm
87637,"13cm, 34cm, 16cm, 60cm, 194cm, 60cm"
87638,3 ft
87639,3 ft
87640,"700mm, 90mm, 700mm, 790m, 200mm"
87641,"38cm, 14.82inch, 56cm, 21.84inch, 15in, 29.97cm, 11.8in, 8cm"
87642,"17cm, 12in, 30cm"
87643,"16 cm, 18 cm, 20 cm"
87644,"3.27in, 10.55in"
87645,"3.27in, 10.55in"
87646,
87647,"52.07cm, 27.94cm, 34.93cm, 32.39cm"
87648,"23.6in, 60cm"
87649,
87650,"4.5 in, 1in, 9 in"
87651,
87652,15 w
87653,
87654,"7cm, 7cm"
87655,"9 cm, 3.54 inch"
87656,"9 cm, 3.54 inch"
87657,"9 cm, 3.54 inch"
87658,"16.5mm, 0.65in, 55in"
87659,15.5cm
87660,15.5cm
87661,"40cm, 60cm"
87662,"3.35inch, 3.23inch"
87663,"3.35inch, 3.23inch"
87664,230mm
87665,"68cm, 26.7in, 18cm, 7in"
87666,"68cm, 26.7in, 18cm, 7in"
87667,"23.2 cm, 14.7cm, 31.5cm"
87668,"23.2 cm, 14.7cm, 31.5cm"
87669,
87670,
87671,"6.38in, 16cm, 4in"
87672,
87673,54in
87674,54in
87675,54in
87676,
87677,
87678,6 inch
87679,6 inch
